Topic,Values
1,state,insurance,time,policy,cookie,claim,pmjay,merge,arogya,centre
2,country,state,people,private,medical,provide,treatment,communicable,launch,hwcs
3,hwcs,pmjay,percent,centre,treatment,people,ministry,crore,screen,national
4,state,crore,karnataka,year,fund,private,provide,healthcare,central,public
5,healthcare,quality,private,india,provide,lakh,come,package,care,cover
6,state,centre,letter,policy,privacy,cookie,bengal,west,crore,accept
7,demonetisation,income,years,wrong,need,magic,primary,leap,neglect,direction
8,state,cent,family,healthcare,insurance,central,people,estimate,premium,cost
9,people,primary,healthcare,india,growth,need,book,amartya,bank,help
10,centre,care,wellness,service,primary,diseases,programme,state,include,hwcs
