Topic,Values
1,state,central,cent,karnataka,insurance,fund,family,claim,premium,expenditure
2,india,demonetisation,healthcare,people,growth,need,primary,wrong,book,magic
3,hwcs,pmjay,integration,patients,create,national,follow,beneficiaries,cancer,screen
4,percent,crore,allocation,centre,people,state,national,ministry,policy,diseases
5,healthcare,quality,people,come,cover,report,india,reach,care,state
6,care,provide,fund,crore,people,year,minister,goyal,distress,billion
7,healthcare,india,lakh,care,people,launch,primary,help,need,sector
8,card,state,identify,company,website,private,urban,cover,benefit,lakh
9,state,insurance,centre,claim,pmjay,bengal,merge,west,letter,central
10,crore,karnataka,year,allocation,state,percent,budget,public,private,healthcare
