Topic,Values
1,state,insurance,merge,claim,pmjay,lakh,yojana,centre,source,include
2,primary,india,people,healthcare,growth,need,book,bank,wrong,amartya
3,state,centre,letter,bengal,west,banerjee,central,withdrawal,decision,claim
4,hwcs,pmjay,screen,ministry,people,patients,treatment,national,create,beneficiaries
5,healthcare,crore,percent,national,state,people,year,cover,come,lakh
6,state,percent,crore,allocation,insurance,year,family,national,increase,estimate
7,healthcare,quality,care,provide,lakh,private,india,package,launch,people
8,care,provide,crore,people,fund,year,minister,goyal,healthcare,distress
9,state,insurance,karnataka,claim,hospitals,fund,crore,centre,arogya,pmjay
10,state,private,karnataka,company,reach,identify,fund,urban,cover,year
