created_at,text
Tue Oct 16 17:59:37 +0000 2018,RT @sujakrao: Watch | Does India Have the Funds to Run the Worldâ€™s Largest Healthcare Scheme? https://t.co/7Q9E7gnmGp via @thewire_in An exâ€_
Tue Oct 16 17:56:06 +0000 2018,Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/vPKVqTXs0T https://t.co/j0EicfHF9j
Tue Oct 16 17:55:49 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:52:51 +0000 2018,à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à_¯à¥‹à_œà_¨à__ à__à_¿à_¸à¥çà_Ÿ à_®à¥‡à_‚ à_…à_ªà_¨à__ à_¨à__à_® à_•à¥ˆà_¸à¥‡ à__à¥‡à_–à¥‡? ayushman bharat yojana
Tue Oct 16 17:52:41 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:47:09 +0000 2018,"RT @RahulGandhi: à__à¥‡à_¶ à_•à__ à__à¥Œà_•à¥€à__à__à_° â€˜à_–à¥Åà__ à_œà__ à_¸à_¿à_®à_¸à_¿à_®â€™ à_•à_¬ à_•à__à__à__ à__à¥ˆ? à_…à_¨à_¿à__ à_…à_®à¥çà_¬à__à_¨à¥€ à_•à¥‹ à_°à__à_«à¥‡à__ à_˜à¥‹à_Ÿà__à__à¥‡ à_®à¥‡à_‚ 1,30,000 Cr.50 à_•à_°à¥‹à_¡à__ à__à__à_°à__à¥€à_¯à¥‹à_‚ à_•à¥‹ Ayushmanâ€_"
Tue Oct 16 17:44:48 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:39:56 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 17:39:12 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:32:33 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:23:31 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 17:22:42 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:21:06 +0000 2018,RT @BJPLive: Ayushman Bharat can be a model to develop low cost healthcare systems in other parts of the world: GE Healthcare https://t.co/â€_
Tue Oct 16 17:20:04 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 17:17:13 +0000 2018,"à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çâ€_ https://t.co/7GJCknPkSg"
Tue Oct 16 17:14:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:13:28 +0000 2018,#BigPharma aligning with #AayushmanBharat! Cos that see this as tailwind and make quick and smart choices will reapâ€_ https://t.co/zfxcYW7T10
Tue Oct 16 17:12:45 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 17:11:03 +0000 2018,#ayushmanbharat to create 10 lakh jobs: Ayushman Bharat CEO - The Economic Times https://t.co/UeLCE5cg39 via @EconomicTimes
Tue Oct 16 17:01:47 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:59:57 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:59:19 +0000 2018,Aadhar is the worst kind of crime and murder ever committed on an Indian Citizen! From Ayushman Bharat insurance toâ€_ https://t.co/dUm7hzFb9C
Tue Oct 16 16:56:13 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:55:08 +0000 2018,"RT @parag_alavani: Indian healthcare is poised for a great leap forward with Ayushman Bharat â€“ which will insure over 50 crore citizenshttâ€_"
Tue Oct 16 16:52:47 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:52:46 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:51:50 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:50:02 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:48:48 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:47:46 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:47:29 +0000 2018,"Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/ZrRW44rzaJ"
Tue Oct 16 16:41:49 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:39:26 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:38:55 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:38:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:37:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:37:04 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:36:54 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:36:42 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:34:58 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 16:34:53 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:32:37 +0000 2018,"""'à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__' à_¨à¥‡ à__à¥€ à_¨à_ˆ à_œà_¿à_‚à__à_—à¥€, à_µà__à__à_¿à__ à_…à__à_®à__ à__à¥Åà_è à_¯à¥‹à_—à¥€-à_®à¥‹à__à¥€ à_•à¥‡ à_¶à¥Åà_•à¥çà_°à_—à¥Åà_œà__à_°"" Eenadu India Hindi - https://t.co/1qe0UNGh8E"
Tue Oct 16 16:27:35 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:27:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:24:09 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:23:37 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:22:41 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:20:45 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:19:09 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:18:44 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:18:41 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:17:42 +0000 2018,"@rangeshooter @LegalKant @narendramodi Wee bit better? Have you checked the iMpact of Ujjwala, Ujala, Mudra, PMJDY,â€_ https://t.co/Qf8sJn6DeF"
Tue Oct 16 16:17:41 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:16:36 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:16:18 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:15:21 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:15:04 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:52 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:35 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:05 +0000 2018,Ayushman Bharat Yojana : All You Need To Know - Features. Eligibility And All https://t.co/63PsbO7C3g https://t.co/z2KO31FWhG
Tue Oct 16 16:13:12 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:11:58 +0000 2018,"Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/EL2JiIwssN"
Tue Oct 16 16:10:54 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:09:48 +0000 2018,"RT @iKamranShahid: WHO ARE EXCLUDED FROM AYUSHMAN BHARAT?As per the SECC 2011, the following beneficiaries are automatically excluded:-â€_"
Tue Oct 16 16:08:59 +0000 2018,"RT @jaideepb: Before being a Hindu or the topmost leader from a Hindu party, he is a PM. So what should be his priority? Taking Ayushman Bhâ€_"
Tue Oct 16 16:07:18 +0000 2018,Modicare to create 10 lakh jobs:  Ayushman Bharat CEO https://t.co/vJ9k881unH
Tue Oct 16 16:05:13 +0000 2018,Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/uQ0k4PJonA
Tue Oct 16 16:02:42 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:02:07 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:02:07 +0000 2018,Ayushman Bharat _Ÿè–ï¸è https://t.co/RW1DcmxDDj
Tue Oct 16 16:01:32 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:00:37 +0000 2018,Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/0bvu9dIbkl
Tue Oct 16 16:00:18 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œsecondâ€_"
Tue Oct 16 16:00:02 +0000 2018,"Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced â€œseâ€_ https://t.co/I6SODdiMkZ"
Tue Oct 16 15:59:27 +0000 2018,"RT @JasBJP: Modicare to create 10 lakh jobs:  Ayushman Bharat CEOhttps://t.co/0M7NrWH9pN#ModiCare #AyushmanBharat #NarendraModi@narendraâ€_"
Tue Oct 16 15:58:53 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is sâ€_
Tue Oct 16 15:55:33 +0000 2018,"RT @timesofindia: Big pharma proposes launch of low priced â€˜second brandsâ€™ for Ayushman Bharat health insurance scheme Read: https://t.coâ€_"
Tue Oct 16 15:54:12 +0000 2018,"Modicare to create 10 lakh jobs:  Ayushman Bharat CEOhttps://t.co/0M7NrWH9pN#ModiCare #AyushmanBharatâ€_ https://t.co/WuyGd8syLI"
Tue Oct 16 15:50:50 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/rnvSe41Iw7via NaMo App"
Tue Oct 16 15:47:08 +0000 2018,"à_–à¥‚à_ª à_¸à¥Åà_‚à__à_° à_¯à¥‹à_œà_¨à__ #AyushmanBharat Ayushman Bharathttps://t.co/toSn27xHdGvia NaMo App"
Tue Oct 16 15:43:40 +0000 2018,"#cmojharkhand #jpnadda #PMOIndia He is Komal Das frm  Dhanbad Jharkhand met with an accident Nd admiited in RIMS, râ€_ https://t.co/1xsghN76lx"
Tue Oct 16 15:42:42 +0000 2018,@trehan_barkha _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ ye #MeToo to Ayushman bharat se jyada benefitted policy hai.
Tue Oct 16 15:39:59 +0000 2018,Modicare to create 10 lakh jobs: Ayushman BharatÂ CEO https://t.co/cM1PLh8f0z https://t.co/5pNPphF4Nh
Tue Oct 16 15:34:27 +0000 2018,RT @sameerpruthi: à_…à__à¥çà_›à¥€ à_¬à__à__ à__à¥ˆ CM à_¸à__à__à_¬ à_ªà_° à_œà¥€à_¨ NHM à_•à_°à¥çà_®à__à__à_°à_¿à_¯à¥‹à_‚ à_ªà_°  Ayushman Bharat à_¯à¥‹à_œà_¨à__ à_•à¥‹ à_¸à_«à__ à_¬à_¨à_¨à¥‡ à_•à¥€ à_œà_¿à_®à¥çà_®à¥‡à__à__à_°à¥€ à__à¥ˆ à_‰à_¨ NHM à_•à_°à¥çà_®à__à__à_°à_¿à_¯à¥‹à_‚ à_•à¥‹â€_
Tue Oct 16 15:33:46 +0000 2018,RT @ravi_td: Indonesia's JKN ( National Insurance Scheme) does indeed work and can have good learnings for India as it launches Ayushman bhâ€_
Tue Oct 16 15:28:37 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 15:26:51 +0000 2018,"Before being a Hindu or the topmost leader from a Hindu party, he is a PM. So what should be his priority? Taking Aâ€_ https://t.co/lWzqFXxWWx"
Tue Oct 16 15:19:05 +0000 2018,RT @white_space_15: Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/PXcLn2wlCc via @economictimes
Tue Oct 16 15:18:58 +0000 2018,RT @white_space_15: Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/PXcLn2NWtK via @economictimes
Tue Oct 16 15:18:23 +0000 2018,Can Ayushman Bharat transform the healthcare industry? https://t.co/vkNZeEthtL via @vccircle
Tue Oct 16 15:18:18 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/uVc4tcxHAJvia NaMo App"
Tue Oct 16 15:18:04 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/5XfOZB1qFDvia NaMo App"
Tue Oct 16 15:09:49 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/R9tAOcPsGAvia NaMo App"
Tue Oct 16 15:09:28 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/a8ZOwEJXsAvia NaMo App"
Tue Oct 16 15:03:54 +0000 2018,RT @sujakrao: Watch | Does India Have the Funds to Run the Worldâ€™s Largest Healthcare Scheme? https://t.co/7Q9E7gnmGp via @thewire_in An exâ€_
Tue Oct 16 14:50:30 +0000 2018,"@MoHFW_INDIA Sir, what process is  to register name under the ""Ayushman Bharat Yojana""?"
Tue Oct 16 14:45:21 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is sâ€_
Tue Oct 16 14:40:21 +0000 2018,"RT @dm_ghaziabad: à_¬à_¢à__à__ à_—à__à_œà_¿à_¯à__à_¬à__à__ à_•à__ à_®à__à_¨à¥_à_†à_¯à¥Åà_·à¥çà_®à__à_¨ à__à__à_°à__ (Ayushman Bharat scheme of Ministry of health )à_®à¥‡ à_ªà¥‚à_°à¥‡ à_ªà¥çà_°à__à¥‡à_¶ à_®à¥‡à_‚ à_†à_¯à__ à_…à_µà¥çà_µà__à¥_à_†à_¯à¥Åà_·à¥çà_®à__â€_"
Tue Oct 16 14:37:51 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is sâ€_
Tue Oct 16 14:36:23 +0000 2018,RT @malini_aisola: Interesting proposals from USIBC with view to undermine generic medicines in @AyushmanNHA @ibhushan @drdineshias @ashokmâ€_
Tue Oct 16 14:34:00 +0000 2018,"#AyushmanBharat Ayushman Bharathttps://t.co/CaUHnLkUM6"
